Node,KC
C0920959,8.65E-05
C0920995,0.000170418
C0921005,0.000426902
C0922635,9.77E-05
C0922672,8.47E-05
C0923057,0.00017314
C0923143,8.49E-05
C0923285,0.000169421
C0923406,8.59E-05
C0923784,8.59E-05
C0923881,8.79E-05
C0923883,9.17E-05
C0923931,8.47E-05
C0923937,8.47E-05
C0924086,8.45E-05
C0925329,8.63E-05
C0925410,8.44E-05
C0925582,8.45E-05
C0925963,8.87E-05
C0925969,0.000170011
C0926578,8.44E-05
C0926616,9.02E-05
C0926698,8.44E-05
C0926868,0.000170802
C0927195,0.002543923
C0927222,0.000173054
C0927240,0.000169899
C0928075,8.44E-05
C0929168,8.44E-05
C0929176,0.000604448
C0929191,8.45E-05
C0929193,0.000255705
C0929194,8.45E-05
C0929227,8.47E-05
C0929230,8.44E-05
C0929301,0.001897812
C0929374,8.44E-05
C0930553,8.44E-05
C0930958,8.45E-05
C0932029,0.000253592
C0932050,0.000172766
C0932441,8.44E-05
C0932487,0.000169636
C0932488,8.47E-05
C0932491,9.00E-05
C0932508,0.000337989
C0933549,0.000256666
C0933641,9.65E-05
C0933647,8.69E-05
C0933834,0.000299686
C0933845,0.007697055
C0934141,8.76E-05
C0934161,8.47E-05
C0934422,8.74E-05
C0934502,0.005280284
C0934569,0.00016923
C0934576,0.000258255
C0934730,8.50E-05
C0934770,8.43E-05
C0935397,0.000274929
C0935404,8.87E-05
C0935440,0.000168958
C0935444,9.00E-05
C0935542,0.001273339
C0935545,8.57E-05
C0935560,0.000168874
C0935563,0.000337855
C0935572,0.000524024
C0935576,0.001986408
C0935577,0.000439832
C0935578,0.000387618
C0935584,0.000969427
C0935598,0.000259578
C0935606,0.000381721
C0935620,0.000430289
C0935624,0.001134545
C0935727,0.000168874
C0935850,9.54E-05
C0935868,8.44E-05
C0935882,9.74E-05
C0935912,8.45E-05
C0935916,0.000182176
C0935929,0.002292218
C0935936,0.000262136
C0935989,0.001619699
C0935996,0.000270321
C0936012,0.018557924
C0936016,0.000440477
C0936022,0.000168917
C0936026,8.44E-05
C0936077,0.001109745
C0936079,8.45E-05
C0936087,0.007167927
C0936088,9.07E-05
C0936148,0.000337633
C0936150,0.000169583
C0936151,9.24E-05
C0936179,0.000168721
C0936212,0.000169001
C0936223,0.000256827
C0936225,9.00E-05
C0936234,0.000564969
C0936236,0.000353933
C0936263,0.000178138
C0937646,8.49E-05
C0937846,0.000337628
C0937858,0.000349361
C0939237,0.006821165
C0939261,0.000171821
C0939278,8.83E-05
C0939357,0.00048601
C0939537,0.000254812
C0939677,0.000255983
C0939793,0.000845136
C0939806,8.50E-05
C0939869,8.50E-05
C0939895,8.74E-05
C0940040,0.00067977
C0940042,0.000253641
C0940520,8.83E-05
C0940637,8.44E-05
C0940763,0.000253744
C0940766,8.98E-05
C0940824,0.000563406
C0940834,8.45E-05
C0940836,8.66E-05
C0940840,8.73E-05
C0940902,0.000168874
C0940931,0.002151732
C0940933,0.003130186
C0940937,0.000506603
C0940978,0.000254913
C0941053,9.10E-05
C0941136,8.46E-05
C0941139,8.44E-05
C0941215,8.57E-05
C0942438,8.44E-05
C0945933,0.000170453
C0945940,8.76E-05
C0945985,0.000489314
C0946115,0.000128374
C0946139,0.000173476
C0946217,0.000102314
C0946220,0.000173272
C0946257,8.48E-05
C0946284,0.000460955
C0946292,0.000171635
C0946326,8.45E-05
C0946341,8.77E-05
C0946386,0.000181781
C0947108,8.44E-05
C0947124,0.000448106
C0947286,0.000776708
C0947289,0.00060836
C0947326,0.000179984
C0947487,9.45E-05
C0947504,8.55E-05
C0947567,8.44E-05
C0947622,0.000170712
C0947630,0.006612041
C0947639,0.000255554
C0947642,0.000168874
C0947647,0.004621702
C0947677,0.000254886
C0947694,8.44E-05
C0947697,8.44E-05
C0947703,0.000253894
C0947734,0.000479314
C0947745,0.000168874
C0947751,0.001590378
C0947825,8.48E-05
C0947831,0.00034362
C0947833,8.52E-05
C0947903,8.58E-05
C0947912,0.000177312
C0947961,0.000427479
C0948008,0.010922904
C0948031,0.000432702
C0948071,8.53E-05
C0948085,8.45E-05
C0948089,0.007388222
C0948092,0.001047995
C0948149,8.51E-05
C0948160,8.44E-05
C0948162,0.000255564
C0948163,0.000338612
C0948168,8.44E-05
C0948173,0.000212756
C0948187,0.000170307
C0948201,0.000692447
C0948203,8.45E-05
C0948245,0.006187466
C0948249,0.000168874
C0948264,0.000168874
C0948268,0.002016112
C0948276,0.000435915
C0948303,8.88E-05
C0948317,9.19E-05
C0948343,0.000782978
C0948363,8.72E-05
C0948372,0.00025496
C0948382,8.43E-05
C0948386,0.000339302
C0948396,0.000168874
C0948441,0.001635267
C0948444,0.00017581
C0948455,8.43E-05
C0948458,8.47E-05
C0948480,0.000168874
C0948482,0.000338395
C0948496,8.47E-05
C0948501,0.001471098
C0948540,0.001020575
C0948543,8.53E-05
C0948553,8.46E-05
C0948564,8.54E-05
C0948688,0.000385419
C0948692,8.44E-05
C0948715,0.00025329
C0948750,8.54E-05
C0948755,0.001624776
C0948762,9.40E-05
C0948769,0.000538754
C0948775,0.000867672
C0948780,0.000926422
C0948805,0.000168874
C0948807,0.000996936
C0948844,0.000168874
C0948853,0.00027233
C0948873,0.00034396
C0948898,9.77E-05
C0948915,0.000253262
C0948923,0.000255633
C0948961,9.07E-05
C0948997,8.46E-05
C0948998,0.001558091
C0949059,0.000171245
C0949083,0.003404044
C0949117,8.45E-05
C0949144,9.07E-05
C0949177,0.000262139
C0949216,0.00108713
C0949219,0.000168874
C0949236,0.000509359
C0949266,0.00227562
C0949285,0.000341407
C0949286,0.00036238
C0949287,0.000344798
C0949307,0.000807126
C0949334,0.001297796
C0949335,0.000297633
C0949366,0.006219021
C0949385,0.00025329
C0949415,0.001525906
C0949455,0.000519727
C0949466,0.003331823
C0949479,0.000429128
C0949482,0.000276102
C0949493,0.000179074
C0949508,0.000169145
C0949525,0.000170822
C0949529,0.000179202
C0949531,8.48E-05
C0949533,0.000270108
C0949536,0.000350149
C0949539,8.44E-05
C0949549,8.52E-05
C0949554,8.94E-05
C0949573,8.54E-05
C0949576,8.93E-05
C0949586,8.43E-05
C0949591,0.000337932
C0949610,0.001196082
C0949629,0.000260868
C0949632,0.000516346
C0949634,9.51E-05
C0949635,8.63E-05
C0949636,8.90E-05
C0949639,0.000253662
C0949647,0.00138587
C0949648,8.54E-05
C0949650,8.45E-05
C0949656,8.45E-05
C0949664,0.000368881
C0949665,0.001873714
C0949668,0.000175115
C0949670,0.000173991
C0949688,0.001145244
C0949690,0.000618126
C0949691,8.47E-05
C0949695,0.000172536
C0949696,0.00010231
C0949700,0.00017633
C0949716,8.93E-05
C0949722,8.60E-05
C0949723,0.00016878
C0949725,8.62E-05
C0949726,8.44E-05
C0949731,0.000170264
C0949738,0.000255233
C0949744,0.000530676
C0949752,9.24E-05
C0949765,0.000255751
C0949766,0.001550074
C0949767,8.78E-05
C0949768,8.69E-05
C0949771,0.000427157
C0949774,0.000168776
C0949775,8.74E-05
C0949782,0.000174014
C0949790,0.000806505
C0949791,0.00025711
C0949792,0.00017393
C0949793,8.93E-05
C0949804,0.00026669
C0949811,0.000128374
C0949819,8.51E-05
C0949854,0.000529961
C0949858,0.004084389
C0949859,0.001038406
C0949861,8.48E-05
C0949879,0.000262747
C0949880,0.005538622
C0949881,0.004277951
C0949883,8.43E-05
C0949889,0.00019548
C0949891,8.61E-05
C0949892,0.002018475
C0949894,0.000262302
C0949895,0.000172107
C0949896,0.00103981
C0949907,0.001421623
C0949914,0.00017285
C0949919,0.000269209
C0949920,0.005567838
C0949921,0.001307792
C0949923,0.00078277
C0949926,0.000347335
C0949928,0.000258449
C0949934,0.000519952
C0949936,0.001034857
C0949939,0.000169353
C0949940,8.73E-05
C0949944,0.000170995
C0949945,0.003146129
C0949952,0.000253839
C0949994,8.44E-05
C0949999,8.45E-05
C0950010,8.44E-05
C0950020,8.44E-05
C0950041,8.50E-05
C0950042,8.49E-05
C0950102,0.000439658
C0950103,0.00078965
C0950104,0.000267606
C0950105,0.000186708
C0950111,0.000197642
C0950117,0.000168874
C0950126,0.000170051
C0950215,8.44E-05
C0950248,0.000263456
C0950373,0.000956723
C0950430,0.000597906
C0950562,9.45E-05
C0950580,0.001441569
C0950624,0.001715604
C0950625,9.02E-05
C0950776,9.40E-05
C0951117,8.88E-05
C0951233,8.63E-05
C0951590,0.000173551
C0952626,0.000169398
C0953943,8.83E-05
C0960371,8.44E-05
C0960713,0.000177392
C0960756,0.000256684
C0960880,0.048301613
C0960938,0.00059579
C0960939,8.44E-05
C0961101,0.000175467
C0961324,9.24E-05
C0961340,8.49E-05
C0961485,0.000939012
C0961605,8.54E-05
C0961814,0.000785135
C0961851,8.48E-05
C0961965,0.000100902
C0962179,0.000169487
C0962189,0.000254799
C0962190,0.001802741
C0962301,0.000174599
C0962444,0.000169871
C0962453,8.45E-05
C0962485,0.000273817
C0963057,0.000511386
C0963074,8.43E-05
C0963088,0.000340279
C0963182,8.81E-05
C0963236,0.00017145
C0963309,0.000169761
C0963377,0.00017229
C0963398,8.44E-05
C0963992,0.000850493
C0964172,8.43E-05
C0964285,8.45E-05
C0964782,0.000169468
C0964964,0.000675851
C0965129,0.000476391
C0965245,0.004107059
C0965520,0.000339653
C0965594,0.000341886
C0965618,0.000470422
C0965878,0.000168754
C0966063,0.000253847
C0966077,8.52E-05
C0966107,0.000260044
C0966225,0.000774848
C0966231,8.43E-05
C0966269,0.000169727
C0966328,0.000170456
C0966370,0.000168874
C0966410,0.000255377
C0966503,8.46E-05
C0966504,0.000257124
C0966511,8.45E-05
C0966553,0.000338512
C0966561,8.43E-05
C0966870,0.001740558
C0966897,0.001858036
C0967171,0.000253183
C0967223,0.000169073
C0967988,0.00016995
C0967993,0.000169922
C0968253,0.000168962
C0968383,0.000855935
C0968475,8.52E-05
C0968541,0.000511927
C0968642,0.000256507
C0969054,8.43E-05
C0969119,0.000431836
C0969281,8.46E-05
C0969324,0.00034626
C0969348,8.56E-05
C0969589,8.69E-05
C0969633,0.000428668
C0969654,0.000343114
C0969664,8.63E-05
C0969669,0.000170721
C0969677,0.001303084
C0969683,0.000169426
C0969694,0.000263479
C0969698,0.000266365
C0969702,0.000173689
C0969730,8.43E-05
C0969751,0.000170109
C0969757,8.61E-05
C0971023,0.000426877
C0971129,0.000171126
C0971134,8.47E-05
C0971174,8.50E-05
C0971207,0.000786904
C0971226,0.000169619
C0971285,0.000171207
C0971579,8.45E-05
C0971858,0.000516656
C0971859,8.59E-05
C0971868,0.000169603
C0972232,0.000516014
C0972395,8.46E-05
C0972400,0.000168874
C0972401,0.002389457
C0972426,0.000171526
C0972753,0.000255389
C0973155,8.43E-05
C0973461,0.000260818
C0973726,0.000177449
C0976940,8.44E-05
C0979582,8.55E-05
C0981805,8.61E-05
C0982327,8.46E-05
C0982332,0.000260822
C0982374,8.44E-05
C0983879,0.000253404
C0985347,0.000128374
C0991504,9.28E-05
C0991551,8.44E-05
C0991556,0.000592252
C0991566,0.000258075
C0991850,0.00016872
C0991865,9.51E-05
C0993562,0.000168743
C0993564,8.44E-05
C0993582,0.000169262
C0993596,0.001355774
C0993751,8.44E-05
C0993756,8.88E-05
C0994163,0.000627635
C0994408,0.000436469
C0994475,8.64E-05
C0994536,8.43E-05
C0994894,0.001047643
C0995158,0.000169598
C0995188,0.00104188
C0995321,8.44E-05
C0995447,8.49E-05
C0995661,8.47E-05
C0995681,8.47E-05
C0995734,8.44E-05
C0995748,8.52E-05
C0995830,8.43E-05
C0995875,8.44E-05
C0996286,8.45E-05
C0996291,8.44E-05
C0996331,8.49E-05
C0996620,8.44E-05
C0996816,8.46E-05
C0996868,8.61E-05
C0996933,8.77E-05
C0996935,0.000604588
C0996953,8.43E-05
C0997139,8.61E-05
C0997177,8.61E-05
C0997182,8.56E-05
C0997362,0.000854976
C0997448,8.61E-05
C0997566,8.61E-05
C0997674,8.46E-05
C0997909,9.01E-05
C0997972,8.44E-05
C0998106,8.44E-05
C0998209,8.45E-05
C0998216,0.000277252
C0998218,0.000427903
C0998219,0.00016914
C0998232,8.92E-05
C0998271,9.31E-05
C0998367,0.000526755
C0998402,8.80E-05
C0998427,8.45E-05
C0998721,0.000175604
C0998768,8.83E-05
C0998932,0.000195177
C0998972,0.000354099
C0999152,0.000170434
C0999232,8.47E-05
C0999387,8.60E-05
C0999460,8.45E-05
C0999467,0.000600414
C0999468,9.74E-05
C0999470,0.000257657
C0999471,0.000256895
C0999472,8.49E-05
C0999479,0.000179074
C0999490,0.000253992
C0999523,8.44E-05
C0999544,8.48E-05
C0999546,8.60E-05
C0999547,0.00016978
C0999570,0.00025716
C0999609,0.000168834
C0999627,0.000269327
C0999728,8.50E-05
C0999783,8.66E-05
C0999806,0.00113528
C0999807,0.000182096
C0999841,0.000193825
C0999907,8.43E-05
C0999922,0.000177232
C0999953,0.00086702
C0999980,8.86E-05
C1000186,0.000176119
C1000241,8.48E-05
C1000250,0.000434231
C1000268,0.000181886
C1000270,0.000172443
C1000271,0.00016977
C1000279,8.60E-05
C1000289,0.000446188
C1000292,8.44E-05
C1000296,8.48E-05
C1000297,8.47E-05
C1000301,8.46E-05
C1000307,0.000171293
C1000323,0.000260659
C1000326,0.000172509
C1000331,0.000254289
C1000334,0.000258341
C1000337,8.52E-05
C1000338,8.94E-05
C1000350,8.80E-05
C1000376,8.44E-05
C1000428,8.50E-05
C1000437,0.000255937
C1000721,8.62E-05
C1000865,8.46E-05
C1000974,8.62E-05
C1001040,0.000170661
C1001138,8.61E-05
C1001475,8.47E-05
C1001855,8.43E-05
C1001932,8.62E-05
C1001943,8.45E-05
C1002306,0.001672788
C1002400,9.31E-05
C1002434,8.45E-05
C1002566,0.000451255
C1002615,8.57E-05
C1002646,8.78E-05
C1003170,8.88E-05
C1003426,8.45E-05
C1003730,9.74E-05
C1003847,9.07E-05
C1004010,8.44E-05
C1004514,8.44E-05
C1004593,0.000301404
C1004594,8.44E-05
C1004632,0.00021322
C1004676,8.54E-05
C1004769,8.45E-05
C1004838,8.61E-05
C1005038,8.44E-05
C1005142,8.45E-05
C1005345,0.000261343
C1005544,8.54E-05
C1005569,0.00034237
C1005572,8.44E-05
C1005575,0.000185551
C1005582,0.00051439
C1005593,8.76E-05
C1005595,8.48E-05
C1005706,0.000172478
C1005958,8.44E-05
C1006449,8.47E-05
C1006589,0.000178806
C1006633,8.46E-05
C1006651,8.72E-05
C1006777,0.000194676
C1006789,8.54E-05
C1007087,8.43E-05
C1007570,0.000168915
C1007592,0.000170765
C1007998,0.000172726
C1008391,8.44E-05
C1008399,8.80E-05
C1008401,9.74E-05
C1008406,9.74E-05
C1008732,0.000253856
C1009185,8.52E-05
C1009512,9.07E-05
C1009534,8.45E-05
C1009574,0.002709664
C1009656,0.000254446
C1010036,8.46E-05
C1010099,8.44E-05
C1010237,8.63E-05
C1010255,8.46E-05
C1010467,8.44E-05
C1010953,8.44E-05
C1010967,8.47E-05
C1010998,0.000340233
C1011520,8.46E-05
C1011577,8.47E-05
C1011648,8.54E-05
C1011922,8.48E-05
C1012096,0.000352898
C1013266,8.46E-05
C1013303,0.000106917
C1013435,8.45E-05
C1013732,0.000260895
C1014432,8.72E-05
C1014578,8.43E-05
C1014921,8.44E-05
C1015229,8.44E-05
C1015901,8.47E-05
C1015903,8.45E-05
C1016329,8.44E-05
C1016939,8.43E-05
C1017210,0.000260075
C1017304,0.000106917
C1017315,0.001275097
C1017746,8.62E-05
C1018473,8.45E-05
C1019124,0.001308702
C1019337,0.000168698
C1019761,8.48E-05
C1019872,8.47E-05
C1020184,8.66E-05
C1020570,8.45E-05
C1020573,0.000345967
C1020575,0.000170803
C1021551,8.45E-05
C1021552,0.000176
C1021554,0.000179074
C1021556,8.44E-05
C1021558,0.0002601
C1022940,9.45E-05
C1022970,0.00025748
C1024291,8.45E-05
C1024361,8.43E-05
C1024661,0.000171187
C1024893,8.79E-05
C1025331,0.000169023
C1026885,8.44E-05
C1027076,8.48E-05
C1028265,8.64E-05
C1028706,0.000169661
C1029130,0.000358849
C1029887,0.000363618
C1031041,0.000767381
C1031088,0.000170067
C1031420,8.48E-05
C1031492,8.43E-05
C1031571,8.61E-05
C1031699,8.62E-05
C1031794,8.44E-05
C1032089,0.000191369
C1032436,9.74E-05
C1032649,0.00017473
C1033480,8.44E-05
C1033869,8.44E-05
C1034159,0.000106917
C1034610,8.62E-05
C1035167,0.000297298
C1035302,8.56E-05
C1035306,8.48E-05
C1035882,0.000434069
C1036094,8.44E-05
C1036290,8.52E-05
C1037110,8.60E-05
C1037393,8.49E-05
C1037431,9.11E-05
C1037475,9.31E-05
C1037539,9.74E-05
C1037540,9.74E-05
C1038775,8.93E-05
C1038817,0.000172259
C1038818,8.44E-05
C1039367,8.44E-05
C1040290,8.60E-05
C1040323,8.61E-05
C1040344,8.61E-05
C1040967,8.44E-05
C1041320,8.59E-05
C1041986,0.000179685
C1042132,8.51E-05
C1042265,0.000265599
C1042496,0.000128374
C1042619,8.60E-05
C1043330,8.45E-05
C1043770,0.001495234
C1043924,0.000433089
C1043948,0.001039421
C1044637,8.44E-05
C1045313,9.01E-05
C1045431,8.44E-05
C1046253,8.43E-05
C1046445,0.000616869
C1046528,8.44E-05
C1046727,8.45E-05
C1047127,8.58E-05
C1047211,0.000993232
C1047251,0.000462902
C1048311,0.000692583
C1048543,8.44E-05
C1048932,8.44E-05
C1049240,0.00017251
C1049744,8.79E-05
C1050028,0.000344742
C1050528,0.000168874
C1051658,0.000347924
C1052868,0.000260247
C1053089,0.000259091
C1055416,8.44E-05
C1056474,0.000184604
C1056539,8.44E-05
C1056881,8.69E-05
C1057134,0.000355335
C1057135,8.44E-05
C1057284,8.48E-05
C1057592,0.000172915
C1059156,8.44E-05
C1059497,8.44E-05
C1061163,8.43E-05
C1061507,8.44E-05
C1064339,8.44E-05
C1067833,8.57E-05
C1067936,0.004810547
C1069960,8.44E-05
C1070251,0.000175069
C1070653,0.000169162
C1071061,0.000962331
C1071595,0.000789584
C1071616,0.000128374
C1072791,0.000100902
C1072808,8.45E-05
C1073202,8.44E-05
C1073530,9.57E-05
C1074162,8.46E-05
C1075213,8.87E-05
C1075448,0.000106917
C1077177,8.44E-05
C1077226,9.40E-05
C1077578,8.44E-05
C1079230,0.006342055
C1079231,8.50E-05
C1079248,8.62E-05
C1079626,8.57E-05
C1080663,8.44E-05
C1080735,8.46E-05
C1080909,8.61E-05
C1080916,8.61E-05
C1081052,8.57E-05
C1081076,8.47E-05
C1081253,8.98E-05
C1081254,0.00017027
C1081390,8.44E-05
C1081400,8.57E-05
C1081787,0.000175504
C1082659,0.00021276
C1082821,0.000424148
C1082947,0.000360393
C1083174,8.44E-05
C1083266,8.44E-05
C1084201,8.57E-05
C1084567,8.49E-05
C1084633,8.44E-05
C1085188,8.60E-05
C1085538,8.44E-05
C1085773,8.47E-05
C1086360,8.65E-05
C1086889,0.000184878
C1089450,8.63E-05
C1091196,8.44E-05
C1092085,0.000172399
C1093046,8.54E-05
C1093223,0.00017224
C1093320,8.61E-05
C1093520,8.44E-05
C1093940,0.000597079
C1094241,0.000169333
C1094635,0.000171793
C1095052,0.000212835
C1095785,0.000235291
C1095905,0.000339729
C1095959,8.67E-05
C1095989,8.44E-05
C1096000,0.000283445
C1096014,0.0003386
C1096017,8.44E-05
C1096021,0.002062452
C1096023,0.000168874
C1096024,0.000168874
C1096045,8.44E-05
C1096063,0.000535128
C1096081,0.000168874
C1096106,0.001624772
C1096117,0.000592377
C1096120,0.000262116
C1096155,0.014046166
C1096176,0.000509655
C1096243,0.000168874
C1096244,8.49E-05
C1096249,8.70E-05
C1096253,0.000268148
C1096288,8.50E-05
C1096316,0.000298728
C1096367,0.000168874
C1096380,0.000168874
C1096446,0.000387079
C1096452,8.90E-05
C1096458,0.004976649
C1096534,0.000383891
C1096556,8.57E-05
C1096584,0.000253426
C1096618,8.48E-05
C1096630,0.000168874
C1096632,8.46E-05
C1096649,0.000254041
C1096665,8.44E-05
C1096666,0.000253345
C1096691,0.000527436
C1096697,8.44E-05
C1096721,0.000168874
C1096745,0.000168874
C1096766,0.000253334
C1096776,0.001788204
C1096793,0.000337774
C1096984,0.000254533
C1097130,8.45E-05
C1097299,0.000258573
C1098032,8.71E-05
C1098057,8.53E-05
C1098069,8.77E-05
C1098106,8.81E-05
C1098130,8.44E-05
C1098208,8.59E-05
C1098262,8.44E-05
C1098320,0.000171719
C1098510,0.000169371
C1098710,8.52E-05
C1098712,8.58E-05
C1098933,8.46E-05
C1099354,0.017384255
C1099414,0.000427437
C1099456,0.000429232
C1099479,8.44E-05
C1099776,0.000514941
C1099778,0.00016929
C1099812,0.000181619
C1099914,0.000775659
C1100445,0.000175152
C1100477,0.000175107
C1100644,0.000168755
C1100660,0.000427214
C1100858,0.000169454
C1101121,8.63E-05
C1101148,0.000253245
C1101268,0.000168946
C1101322,0.000256077
C1101544,8.43E-05
C1101610,0.018008065
C1101838,0.00025782
C1112157,0.000355721
C1112174,8.67E-05
C1112209,0.000692515
C1112211,0.000439792
C1112306,0.000168983
C1112343,8.44E-05
C1112356,0.000253558
C1112389,0.000168874
C1112402,0.000170568
C1112412,0.000259488
C1112434,8.47E-05
C1112442,0.000337981
C1112446,0.001110486
C1112459,0.000855559
C1112479,0.000611597
C1112565,0.000981097
C1112566,0.000422946
C1112614,0.000593724
C1112655,0.000168874
C1112734,8.44E-05
C1112785,0.000337977
C1113649,0.000340651
C1113652,8.49E-05
C1113654,0.001455881
C1113667,8.72E-05
C1113679,0.00214055
C1113681,8.46E-05
C1113685,0.000871457
C1113686,8.53E-05
C1114752,0.000527744
C1115104,0.000299082
C1116139,0.000170054
C1116171,0.001273595
C1116421,0.000106917
C1116426,0.000255651
C1116439,0.000168868
C1116449,0.000261491
C1116488,8.74E-05
C1118156,8.49E-05
C1119970,0.000169164
C1120110,0.000561258
C1120149,8.54E-05
C1120386,0.000337927
C1120708,8.44E-05
C1120729,8.65E-05
C1120843,0.00284163
C1120859,8.45E-05
C1120861,0.000169473
C1120988,0.000184869
C1121403,8.45E-05
C1121571,9.07E-05
C1121651,8.43E-05
C1121711,9.02E-05
C1121713,8.61E-05
C1121746,8.49E-05
C1121820,8.44E-05
C1121849,8.44E-05
C1121854,0.000168874
C1121991,0.000445045
C1121992,8.88E-05
C1122087,0.00136688
C1122261,0.000182127
C1122574,8.43E-05
C1122855,8.47E-05
C1122962,0.000423278
C1123009,0.000422886
C1123010,0.000100902
C1123012,8.45E-05
C1123019,9.32E-05
C1123020,0.000168721
C1123023,0.00221997
C1124275,8.44E-05
C1126043,0.000168874
C1127610,0.000168874
C1128536,9.07E-05
C1130460,0.000172686
C1134558,0.001875142
C1134625,0.000342583
C1134632,0.000214032
C1134635,0.00025603
C1134651,0.00117289
C1134659,0.000518747
C1134681,0.000128374
C1134719,0.000423458
C1135120,0.000507955
C1135135,9.45E-05
C1135183,0.007923608
C1135188,0.001158251
C1135191,0.00034675
C1135241,0.000259116
C1135342,0.000170134
C1135361,0.000173471
C1135474,0.000427065
C1135493,8.44E-05
C1135563,8.44E-05
C1135598,0.000854612
C1135662,0.000818349
C1135764,0.000255207
C1135768,0.000253371
C1135809,0.000267785
C1135812,8.53E-05
C1135814,8.44E-05
C1135815,8.44E-05
C1135821,0.001381601
C1135842,0.00017401
C1135868,0.000266479
C1135873,8.46E-05
C1135879,8.44E-05
C1135918,0.002903929
C1135927,0.001892836
C1135929,0.000856107
C1135936,0.000513529
C1135942,0.000179363
C1135950,0.000168831
C1135964,8.51E-05
C1135972,8.44E-05
C1136000,8.48E-05
C1136016,0.001748712
C1136031,0.005404369
C1136058,0.000174731
C1136075,0.000168874
C1136077,8.43E-05
C1136080,0.000532154
C1136084,0.000344623
C1136085,8.44E-05
C1136102,0.007890688
C1136116,0.000258453
C1136134,8.65E-05
C1136135,0.000170032
C1136140,0.000571141
C1136147,8.69E-05
C1136160,0.000354489
C1136161,0.001145424
C1136169,0.001373873
C1136170,0.005976023
C1136174,0.000175553
C1136177,0.000266229
C1136180,0.000777064
C1136182,0.000172681
C1136201,0.000253787
C1136207,8.46E-05
C1136213,9.54E-05
C1136216,0.000597172
C1136219,8.45E-05
C1136240,0.000257038
C1136244,8.44E-05
C1136253,0.000175419
C1136254,0.007471337
C1136255,0.000339789
C1136300,0.000168874
C1136308,0.000171955
C1136312,0.00035062
C1136317,0.000517839
C1136345,9.57E-05
C1136348,0.000521769
C1136352,0.000684041
C1136359,8.44E-05
C1136360,0.000169015
C1136362,0.000170699
C1136364,8.51E-05
C1136366,0.000346864
C1136375,0.000342495
C1136376,0.001210578
C1136704,0.000523657
C1137010,8.53E-05
C1137054,0.000168923
C1137094,0.000435496
C1137119,0.000256497
C1137150,8.44E-05
C1137156,0.000340501
C1137274,8.53E-05
C1137282,8.56E-05
C1137456,0.000173926
C1137683,0.00017668
C1137699,9.07E-05
C1137729,0.000346867
C1138191,8.43E-05
C1138226,0.004061121
C1138256,8.45E-05
C1138270,0.000259967
C1138348,0.000338231
C1138407,8.56E-05
C1138408,8.44E-05
C1138412,0.000435254
C1138420,8.44E-05
C1138422,8.60E-05
C1138427,0.000342444
C1138490,0.000256384
C1138559,8.45E-05
C1138737,8.97E-05
C1139730,0.001645536
C1139837,0.00034701
C1139841,0.000259165
C1139843,0.000426886
C1139930,0.000932329
C1139952,8.79E-05
C1140606,8.92E-05
C1140607,0.000170407
C1140609,0.000784284
C1140618,0.002166667
C1140621,0.002298564
C1140627,0.000253342
C1140671,0.000865436
C1140694,0.000516369
C1140701,0.002252936
C1140702,0.000301511
C1140710,0.000186815
C1140716,0.000654211
C1140999,0.001769131
C1141625,0.000256652
C1141628,0.000606347
C1141639,0.000261566
C1141881,0.000168874
C1141922,8.63E-05
C1141926,0.000258709
C1141957,8.44E-05
C1141958,0.000433944
C1142072,0.000185318
C1142085,0.000171827
C1142110,0.000438424
C1142114,0.000172097
C1142127,0.000168874
C1142264,0.001195951
C1142272,0.000338446
C1142276,8.44E-05
C1142430,0.000340861
C1142499,9.10E-05
C1142514,0.000168874
C1142536,0.000341335
C1142550,8.46E-05
C1142553,8.47E-05
C1142578,0.00300605
C1142644,0.000172655
C1142652,0.005086421
C1142738,0.000339109
C1142814,0.000170387
C1142985,0.000676962
C1143167,0.000259272
C1143582,8.43E-05
C1143797,8.47E-05
C1143897,8.46E-05
C1143949,0.002065198
C1143976,0.000612442
C1144026,0.00059799
C1144149,0.000423209
C1144173,8.45E-05
C1144448,8.44E-05
C1144661,0.001788438
C1144709,0.001990615
C1144859,0.001028668
C1144866,0.003398671
C1144889,8.64E-05
C1145640,0.001742604
C1145666,8.45E-05
C1145669,0.001978589
C1145670,0.019416662
C1145677,0.00010231
C1145701,0.000694098
C1145751,0.000349279
C1145759,0.000555435
C1146542,0.000168874
C1146629,0.000338864
C1148103,8.44E-05
C1148362,0.00016918
C1148363,0.000168874
C1148382,0.001823579
C1148433,0.000300268
C1148454,0.000338514
C1148475,0.000880155
C1148522,0.000173103
C1148523,0.015613048
C1148555,0.000255945
C1148560,0.000180085
C1148561,0.000168874
C1148564,0.000625744
C1148566,0.000366936
C1148575,0.00026289
C1148582,0.000169236
C1148584,8.45E-05
C1148636,8.45E-05
C1148665,0.000513489
C1148672,0.00017386
C1148673,0.001620504
C1148677,8.43E-05
C1148759,0.000176708
C1148798,8.44E-05
C1148806,0.000424184
C1148807,0.000508665
C1148809,0.00017311
C1148815,8.49E-05
C1148824,0.000253991
C1148826,8.44E-05
C1148834,8.47E-05
C1148840,0.000428038
C1148846,0.00199132
C1148851,0.000169142
C1148853,0.000434551
C1148870,0.00028733
C1148886,8.51E-05
C1148890,9.24E-05
C1148901,9.24E-05
C1148924,8.69E-05
