Node,KC
C0205711,0.000256035
C0205714,9.45E-05
C0205721,0.008188319
C0205725,0.002429227
C0205734,0.001308652
C0205740,0.000983678
C0205752,0.00034286
C0205753,8.98E-05
C0205762,0.000960672
C0205770,0.000168874
C0205787,0.000299122
C0205790,0.000521487
C0205792,8.45E-05
C0205812,0.00016916
C0205813,0.00016881
C0205824,0.0001688
C0205832,8.45E-05
C0205836,8.47E-05
C0205838,8.48E-05
C0205847,0.001559066
C0205851,0.000259164
C0205854,0.000175252
C0205855,8.44E-05
C0205866,0.000168874
C0205874,8.49E-05
C0205875,8.43E-05
C0205882,0.000871278
C0205888,8.92E-05
C0205889,8.46E-05
C0205903,0.000254462
C0205908,8.44E-05
C0205911,8.56E-05
C0205917,0.00016881
C0205918,0.000170543
C0205929,0.000344318
C0205933,0.000171102
C0205939,0.000348691
C0205942,8.79E-05
C0205943,8.44E-05
C0205944,0.000256921
C0205950,0.000168981
C0205955,8.44E-05
C0205956,8.45E-05
C0205983,0.000253589
C0205990,0.000168874
C0205991,0.000254241
C0206008,0.000952423
C0206012,0.000344462
C0206031,0.001532539
C0206034,0.00240425
C0206035,0.000687673
C0206037,0.000968405
C0206044,0.000185478
C0206052,8.45E-05
C0206054,0.000940932
C0206055,0.0005206
C0206056,9.05E-05
C0206058,0.007668009
C0206061,0.005722189
C0206062,0.005117592
C0206063,8.70E-05
C0206064,0.000168874
C0206065,0.000348195
C0206066,0.000338373
C0206069,0.000174317
C0206071,0.000262355
C0206073,0.002225305
C0206074,0.003178452
C0206075,8.66E-05
C0206076,0.002173112
C0206077,0.000423371
C0206078,8.44E-05
C0206080,0.000526005
C0206081,8.49E-05
C0206082,0.00108751
C0206083,0.000168874
C0206085,0.000106917
C0206088,8.54E-05
C0206099,0.000253245
C0206116,0.006258414
C0206117,0.000389983
C0206123,8.44E-05
C0206131,0.002472858
C0206136,0.000171559
C0206139,0.000258271
C0206141,0.000128374
C0206152,8.54E-05
C0206153,0.000253528
C0206156,0.000507667
C0206162,0.000342155
C0206171,0.002079304
C0206172,0.000343046
C0206173,0.000176711
C0206178,0.000446692
C0206179,0.00059849
C0206180,0.00033765
C0206181,0.000253305
C0206186,8.45E-05
C0206187,8.43E-05
C0206190,0.001152606
C0206193,0.000423228
C0206194,0.025270636
C0206204,0.000175739
C0206216,8.49E-05
C0206217,0.000395084
C0206248,0.000595999
C0206249,0.000608719
C0206250,0.000172746
C0206253,0.001043248
C0206255,0.000444181
C0206256,0.00051292
C0206261,0.000528745
C0206262,0.000176283
C0206263,8.44E-05
C0206264,0.000513767
C0206265,8.52E-05
C0206266,8.52E-05
C0206267,8.50E-05
C0206272,9.24E-05
C0206273,0.000429088
C0206274,8.98E-05
C0206275,8.70E-05
C0206276,8.60E-05
C0206277,0.005789264
C0206282,8.49E-05
C0206289,0.002524577
C0206304,0.000286341
C0206308,0.000255378
C0206331,8.45E-05
C0206332,0.000350417
C0206333,0.000258055
C0206343,8.43E-05
C0206346,8.46E-05
C0206348,8.93E-05
C0206350,8.52E-05
C0206352,0.000170789
C0206355,0.000677404
C0206364,0.000954653
C0206368,0.00026341
C0206373,0.000170662
C0206375,0.000172359
C0206376,0.000277696
C0206386,0.000168765
C0206387,8.93E-05
C0206388,8.93E-05
C0206389,0.000255169
C0206390,8.47E-05
C0206393,8.44E-05
C0206397,0.000176735
C0206399,8.44E-05
C0206403,8.93E-05
C0206406,0.000171403
C0206409,8.59E-05
C0206410,0.000174396
C0206411,0.000791397
C0206412,0.001467257
C0206413,0.001818809
C0206414,0.000599515
C0206415,0.003253523
C0206417,0.000338467
C0206418,0.001733473
C0206419,0.023068136
C0206421,0.003659086
C0206422,0.012298356
C0206423,0.001227058
C0206424,0.000609761
C0206425,0.001392118
C0206427,0.000847979
C0206428,0.000171958
C0206429,0.000338882
C0206430,0.000950412
C0206431,0.002526393
C0206435,0.001518847
C0206438,0.000427713
C0206441,0.000343386
C0206443,0.000179516
C0206444,8.81E-05
C0206452,0.000171016
C0206454,0.00053036
C0206460,0.001856961
C0206461,0.000425136
C0206464,0.000684236
C0206466,0.00340745
C0206467,0.000453065
C0206468,8.44E-05
C0206469,0.000278519
C0206470,8.74E-05
C0206472,8.58E-05
C0206485,0.002501428
C0206491,9.05E-05
C0206492,0.000685637
C0206495,0.000340907
C0206496,8.43E-05
C0206497,0.002170721
C0206498,8.87E-05
C0206504,0.000264277
C0206505,0.000186626
C0206506,0.000339346
C0206509,0.000622371
C0206510,0.000774927
C0206511,8.45E-05
C0206513,0.000253968
C0206515,0.000512076
C0206518,0.000168855
C0206519,8.49E-05
C0206521,0.000262522
C0206522,0.000426694
C0206524,0.000266258
C0206525,0.000525547
C0206526,0.001000033
C0206527,0.001750993
C0206528,8.52E-05
C0206529,8.46E-05
C0206530,0.00102475
C0206531,0.00017177
C0206533,0.000253317
C0206534,0.000259854
C0206535,0.000422621
C0206536,0.001070219
C0206537,0.000337489
C0206538,0.000355842
C0206539,0.000169468
C0206540,0.000263912
C0206541,0.000174638
C0206542,0.000886193
C0206543,0.000701368
C0206544,0.002341058
C0206545,0.006036261
C0206546,0.000640139
C0206547,0.000360403
C0206548,8.44E-05
C0206550,8.86E-05
C0206551,0.001665545
C0206552,0.000867424
C0206553,9.04E-05
C0206556,0.000524251
C0206557,8.74E-05
C0206558,0.004157524
C0206561,0.000364863
C0206574,0.000176476
C0206575,8.45E-05
C0206576,8.44E-05
C0206580,0.000271209
C0206583,0.000171711
C0206586,0.000168944
C0206587,8.72E-05
C0206588,0.000547437
C0206592,9.31E-05
C0206596,0.001314654
C0206604,0.000176986
C0206607,0.000172063
C0206608,0.000797108
C0206613,0.00070458
C0206615,8.50E-05
C0206617,9.26E-05
C0206618,8.45E-05
C0206620,0.000257929
C0206622,0.000168874
C0206624,0.000525789
C0206629,0.00010231
C0206630,0.000269714
C0206631,0.000172855
C0206633,0.00025347
C0206635,8.45E-05
C0206643,8.46E-05
C0206650,0.000600305
C0206653,8.47E-05
C0206654,8.47E-05
C0206655,0.004200083
C0206660,0.000174002
C0206661,0.000168874
C0206663,8.49E-05
C0206665,0.000106917
C0206667,0.000257764
C0206669,0.00022611
C0206674,0.000338264
C0206677,8.72E-05
C0206679,0.003243919
C0206681,0.000253533
C0206682,8.60E-05
C0206685,8.56E-05
C0206686,0.000253702
C0206687,0.00018214
C0206691,0.00076689
C0206692,8.51E-05
C0206694,0.000536047
C0206695,0.002673369
C0206696,0.000509061
C0206698,0.001164732
C0206699,0.000170035
C0206701,0.000182271
C0206702,0.000425149
C0206704,0.0001854
C0206708,8.45E-05
C0206711,8.44E-05
C0206712,8.44E-05
C0206715,0.000168874
C0206717,8.47E-05
C0206718,8.48E-05
C0206724,8.47E-05
C0206728,0.000339704
C0206733,0.000561892
C0206734,0.000343516
C0206743,0.000259738
C0206744,0.000168874
C0206745,0.003786156
C0206746,8.66E-05
C0206748,0.000170429
C0206750,0.075669755
C0206752,0.000527815
C0206754,0.002537628
C0206755,0.000680813
C0206999,8.44E-05
C0207011,8.79E-05
C0207072,0.000425562
C0207079,0.000170475
C0207093,8.53E-05
C0207107,0.000172714
C0207281,8.43E-05
C0207334,0.000169167
C0207427,0.000169259
C0207515,8.45E-05
C0207682,0.000865295
C0207683,0.000920051
C0207800,8.45E-05
C0208225,0.000688466
C0208291,8.90E-05
C0208355,0.004722628
C0208736,8.53E-05
C0208757,0.000423459
C0208804,8.44E-05
C0208940,0.001215727
C0208991,0.000258561
C0209278,0.000169337
C0209328,0.000171067
C0209337,0.000937537
C0209338,0.000510579
C0209368,0.001348038
C0209453,0.000169573
C0209548,0.000941745
C0209554,8.66E-05
C0209597,0.000254757
C0209598,8.69E-05
C0209606,0.0003431
C0209738,0.001043588
C0209851,8.45E-05
C0210158,8.52E-05
C0210243,0.00016994
C0210492,8.48E-05
C0210630,8.54E-05
C0210657,0.000522182
C0210666,0.000259386
C0210793,8.43E-05
C0210995,0.000350582
C0211279,0.000863579
C0211296,0.000431921
C0211546,8.43E-05
C0211705,8.45E-05
C0211977,8.44E-05
C0212009,8.61E-05
C0212386,0.000280092
C0212908,8.49E-05
C0213052,8.44E-05
C0213238,0.00017416
C0213321,0.000861613
C0213512,8.66E-05
C0213709,0.000427995
C0213771,0.000600013
C0214192,0.000261288
C0214222,0.00110608
C0214345,8.44E-05
C0214439,8.45E-05
C0214550,8.44E-05
C0214570,8.44E-05
C0214733,0.000744614
C0214743,0.003041481
C0215027,0.001071749
C0215033,8.44E-05
C0215051,8.45E-05
C0215136,0.000430982
C0215469,0.000844756
C0215474,0.000169222
C0215508,8.44E-05
C0215825,0.000345851
C0215848,0.000912906
C0215863,8.44E-05
C0215955,0.001902986
C0216194,0.000425436
C0216231,0.000254364
C0216278,8.62E-05
C0216510,8.59E-05
C0216660,0.001082983
C0216680,8.44E-05
C0216784,0.000253704
C0217154,0.000254528
C0217250,0.000269692
C0217382,0.00051716
C0217385,8.44E-05
C0217532,0.00043108
C0217843,0.000168698
C0217873,8.76E-05
C0218003,8.69E-05
C0218069,8.77E-05
C0218158,0.000697715
C0218159,8.46E-05
C0218229,8.82E-05
C0218349,0.000253284
C0218352,8.56E-05
C0218462,8.67E-05
C0218497,8.93E-05
C0218501,0.00017174
C0218504,0.001274569
C0218533,8.92E-05
C0218584,0.000171297
C0218694,8.45E-05
C0218773,8.43E-05
C0218986,8.57E-05
C0219433,0.000509988
C0219474,0.000343253
C0220578,0.000254151
C0220615,0.000170313
C0220624,0.000168874
C0220630,0.002095805
C0220633,0.000550396
C0220636,0.000168874
C0220648,0.000429399
C0220650,0.000509488
C0220654,8.56E-05
C0220656,0.000253356
C0220658,0.000168874
C0220710,0.000168874
C0220756,0.000172551
C0220769,0.000168874
C0220781,0.016822176
C0220787,0.000467033
C0220806,0.002600831
C0220815,8.46E-05
C0220819,0.00085293
C0220825,0.033948857
C0220843,0.000170329
C0220847,0.000760279
C0220853,0.000169481
C0220854,9.77E-05
C0220874,8.46E-05
C0220896,0.000339972
C0220898,0.004691748
C0220905,0.001886836
C0220908,0.024146832
C0220913,9.05E-05
C0220914,8.45E-05
C0220929,8.54E-05
C0220931,0.004777753
C0220981,0.001597381
C0220983,0.000170885
C0220994,0.000784111
C0221002,0.000426404
C0221014,8.44E-05
C0221021,0.000191452
C0221023,0.000100902
C0221026,0.000342973
C0221027,0.000128374
C0221030,0.000106917
C0221036,9.07E-05
C0221043,8.44E-05
C0221045,0.000172287
C0221056,0.000168874
C0221074,0.000762061
C0221075,0.000258546
C0221082,0.000696561
C0221098,0.000168874
C0221102,0.003294617
C0221104,0.000168874
C0221106,0.000255088
C0221123,8.83E-05
C0221131,8.43E-05
C0221133,8.72E-05
C0221135,8.75E-05
C0221137,8.43E-05
C0221141,0.000179898
C0221147,0.000168874
C0221150,9.77E-05
C0221152,0.000168874
C0221155,9.07E-05
C0221158,8.47E-05
C0221163,0.000284486
C0221165,0.000446009
C0221166,0.000345391
C0221170,0.000168874
C0221184,8.52E-05
C0221188,0.000106917
C0221189,0.000176735
C0221191,0.001166767
C0221193,0.000179718
C0221198,0.033067055
C0221201,0.00018244
C0221203,0.000230684
C0221204,8.44E-05
C0221209,0.000253323
C0221215,0.000168874
C0221224,0.000349268
C0221227,0.000337695
C0221236,8.44E-05
C0221239,0.000169468
C0221248,8.44E-05
C0221265,8.88E-05
C0221277,0.000169793
C0221278,0.000213547
C0221284,0.008728847
C0221290,8.44E-05
C0221310,8.72E-05
C0221332,8.43E-05
C0221333,0.000266609
C0221347,8.46E-05
C0221353,0.000168798
C0221384,0.000253423
C0221385,8.46E-05
C0221390,0.00025445
C0221406,0.000560132
C0221423,0.013160316
C0221430,8.64E-05
C0221444,0.003417532
C0221457,0.005113776
C0221458,8.57E-05
C0221460,0.002328546
C0221462,0.000298167
C0221463,0.000256948
C0221500,8.55E-05
C0221502,9.09E-05
C0221505,0.001465035
C0221521,0.00010231
C0221542,0.00074775
C0221571,0.000399562
C0221586,0.000168874
C0221629,8.45E-05
C0221706,8.44E-05
C0221725,0.000271057
C0221736,0.000995105
C0221738,9.07E-05
C0221745,0.000214309
C0221757,0.000781995
C0221759,0.000346032
C0221765,0.000168874
C0221776,8.50E-05
C0221786,0.000192025
C0221793,0.00069106
C0221799,0.000257228
C0221829,8.45E-05
C0221839,8.51E-05
C0221872,0.000254277
C0221874,0.000255034
C0221909,0.000516068
C0221910,0.000855991
C0221912,8.59E-05
C0221921,8.43E-05
C0221923,0.000433365
C0221924,8.68E-05
C0221925,0.000428132
C0221945,8.49E-05
C0221971,0.000765131
C0221980,9.17E-05
C0222007,8.48E-05
C0222014,9.21E-05
C0222038,8.45E-05
C0222041,0.000438064
C0222045,0.001194658
C0222070,0.00025503
C0222084,0.00061219
C0222166,8.47E-05
C0222193,0.0001689
C0222198,8.48E-05
C0222204,8.62E-05
C0222331,0.001924651
C0222600,0.000342639
C0222601,0.000255007
C0222603,9.02E-05
C0222605,8.44E-05
C0222607,0.000172226
C0222608,8.44E-05
C0222616,8.97E-05
C0222647,0.000686881
C0222651,0.000169184
C0222652,0.000254849
C0222658,8.44E-05
C0222660,0.000168754
C0222665,8.48E-05
C0222669,0.000169598
C0222671,8.45E-05
C0222679,0.00044881
C0222724,0.000254939
C0222746,8.52E-05
C0222747,8.48E-05
C0222762,0.000434605
C0222787,8.73E-05
C0223077,8.44E-05
C0223084,0.000169709
C0223522,8.47E-05
C0223603,0.000507178
C0223656,8.65E-05
C0223670,8.44E-05
C0223792,0.000169305
C0223800,0.000170566
C0223892,0.000168821
C0223908,0.000174118
C0223955,8.44E-05
C0224179,8.48E-05
C0224214,8.44E-05
C0224262,8.44E-05
C0224278,8.47E-05
C0224285,8.44E-05
C0224334,0.000168979
C0224394,8.46E-05
C0224416,8.44E-05
C0224435,8.45E-05
C0224497,0.000169301
C0224498,0.000256096
C0224517,0.000169581
C0224522,0.000347639
C0224848,0.000436833
C0224856,0.000254286
C0224941,0.000169701
C0224957,8.44E-05
C0224996,8.45E-05
C0225091,9.17E-05
C0225222,0.000170624
C0225232,0.00016938
C0225234,8.46E-05
C0225301,8.43E-05
C0225317,0.001625642
C0225319,0.000265568
C0225325,0.000254802
C0225326,0.003871669
C0225328,0.000682318
C0225331,8.44E-05
C0225332,0.000168709
C0225334,0.000256282
C0225335,0.00025444
C0225336,0.012067418
C0225337,8.80E-05
C0225338,0.00042464
C0225340,8.43E-05
C0225342,0.000694762
C0225344,0.000253219
C0225355,0.000168874
C0225358,0.000593449
C0225360,0.000426389
C0225366,8.60E-05
C0225369,0.001719654
C0225377,0.001866347
C0225378,0.000253951
C0225386,0.001578001
C0225387,9.54E-05
C0225396,0.00016921
C0225401,9.45E-05
C0225419,8.46E-05
C0225425,0.000170475
C0225434,0.000256954
C0225584,0.000345353
C0225600,0.000170917
C0225602,8.45E-05
C0225610,0.000173968
C0225616,0.000168787
C0225668,0.000703527
C0225694,0.000196646
C0225695,0.000511424
C0225698,0.006209672
C0225699,0.000171508
C0225700,0.004702324
C0225704,0.000638797
C0225706,0.001590945
C0225730,0.001807362
C0225754,0.000911314
C0225756,0.00016912
C0225759,0.000279994
C0225776,0.000426696
C0225777,8.57E-05
C0225778,0.000169753
C0225779,8.50E-05
C0225808,8.72E-05
C0225809,0.000194131
C0225828,0.005674401
C0225836,8.45E-05
C0225844,0.00042282
C0225845,0.00016928
C0225860,0.001208374
C0225861,0.000255692
C0225870,0.000168777
C0225883,0.001202914
C0225885,0.00017125
C0225892,8.62E-05
C0225897,0.001214476
C0225899,0.000168911
C0225923,0.000106917
C0225924,8.45E-05
C0225947,0.00017465
C0225968,8.45E-05
C0225972,8.51E-05
C0225983,8.44E-05
C0225984,8.49E-05
C0225988,0.001720178
C0225990,0.000510151
C0225991,0.000509935
C0225992,8.48E-05
C0226001,8.45E-05
C0226008,0.000168698
C0226012,9.07E-05
C0226054,8.54E-05
C0226156,0.000511162
C0226157,0.00017039
C0226162,0.000340308
C0226184,8.44E-05
C0226208,0.000172741
C0226222,0.000170778
C0226245,8.49E-05
C0226276,0.000338679
C0226299,8.45E-05
C0226356,8.73E-05
C0226365,8.46E-05
C0226378,0.000169955
C0226400,8.54E-05
C0226415,8.63E-05
C0226501,0.000170831
C0226509,0.00017306
C0226513,0.000253256
C0226514,0.000342757
C0226515,0.00016882
C0226532,8.57E-05
C0226550,8.45E-05
C0226566,8.46E-05
C0226629,8.63E-05
C0226698,8.46E-05
C0226702,8.44E-05
C0226717,8.45E-05
C0226740,9.17E-05
C0226758,8.54E-05
C0226813,0.000256448
C0226859,0.000171374
C0226864,0.000172297
C0226875,0.000195577
C0226876,0.00043687
C0226884,0.000169253
C0226890,8.54E-05
C0226893,0.000685902
C0226896,0.003940159
C0226897,8.44E-05
C0226928,0.000343925
C0226936,8.50E-05
C0226942,0.000253669
C0226952,8.44E-05
C0226958,8.46E-05
C0227040,0.000106917
C0227056,9.00E-05
C0227059,0.00018201
C0227073,8.44E-05
C0227080,0.000106917
C0227093,8.43E-05
C0227108,8.46E-05
C0227121,8.44E-05
C0227130,0.00064926
C0227140,0.0001881
C0227143,0.000181721
C0227148,8.97E-05
C0227150,8.50E-05
C0227161,0.000187715
C0227170,8.43E-05
C0227176,8.98E-05
C0227186,8.57E-05
C0227188,0.000169903
C0227190,8.46E-05
C0227192,0.001738712
C0227198,8.44E-05
C0227199,0.000253863
C0227208,8.44E-05
C0227211,0.00016922
C0227224,0.000848644
C0227230,8.46E-05
C0227258,8.72E-05
C0227261,0.000512758
C0227263,0.00042951
C0227266,0.000702057
C0227268,0.000264596
C0227276,0.000257884
C0227282,8.48E-05
C0227284,0.000264003
C0227296,8.51E-05
C0227300,0.000172031
C0227306,8.53E-05
C0227308,0.000449558
C0227317,8.57E-05
C0227318,0.000169341
C0227319,8.72E-05
C0227327,0.000425626
C0227331,0.000512366
C0227349,0.000617929
C0227353,8.44E-05
C0227363,8.45E-05
C0227369,8.57E-05
C0227374,0.000170711
C0227375,0.000941235
C0227386,0.000343027
C0227387,0.000169538
C0227388,0.000263849
C0227389,0.000174116
C0227391,0.000852045
C0227395,0.000340625
C0227411,0.000253954
C0227423,0.000173009
C0227435,0.000461763
C0227458,8.46E-05
C0227472,8.44E-05
C0227479,0.000169544
C0227481,0.000259203
C0227486,0.000257787
C0227489,0.00017556
C0227515,8.43E-05
C0227523,8.45E-05
C0227525,0.008006941
C0227579,0.000526549
C0227582,0.000529954
C0227590,0.000687763
C0227598,0.000168931
C0227599,8.55E-05
C0227613,0.001305372
C0227614,0.000859074
C0227617,8.50E-05
C0227628,0.000600112
C0227651,0.000259687
C0227666,0.000512907
C0227688,8.44E-05
C0227701,0.001702066
C0227759,8.44E-05
C0227784,0.000263474
C0227791,0.000394899
C0227794,0.000168754
C0227796,8.44E-05
C0227800,0.000168874
C0227813,0.001286589
C0227814,0.000429721
C0227816,0.000177844
C0227826,0.000338612
C0227829,0.000170112
C0227837,8.44E-05
C0227843,0.000174638
C0227844,8.44E-05
C0227848,8.46E-05
C0227855,8.47E-05
C0227877,8.52E-05
C0227896,8.44E-05
C0227900,8.48E-05
C0227902,8.45E-05
C0227952,0.001362593
C0227972,0.00566567
C0227974,8.53E-05
C0227998,8.45E-05
C0228013,8.44E-05
C0228071,0.000169391
C0228072,0.000254239
C0228081,0.000174227
C0228092,0.000352289
C0228110,0.000169635
C0228126,0.000601464
C0228144,8.72E-05
C0228151,8.45E-05
C0228174,0.000599807
C0228175,0.000262461
C0228176,0.000173715
C0228193,8.45E-05
C0228194,8.48E-05
C0228195,0.000169428
C0228208,0.00017008
C0228219,8.58E-05
C0228262,8.43E-05
C0228272,0.00025442
C0228280,8.83E-05
C0228394,9.17E-05
C0228398,0.000168745
C0228405,8.50E-05
C0228487,8.44E-05
C0228575,0.000683392
C0228576,0.000615834
C0228583,8.45E-05
C0228590,0.000169275
C0228641,8.65E-05
C0228740,0.000260104
C0228972,8.87E-05
C0228992,8.50E-05
C0229016,8.72E-05
C0229089,0.001617829
C0229090,0.000258889
C0229096,0.00010231
C0229119,8.45E-05
C0229216,8.44E-05
C0229247,8.48E-05
C0229258,0.000341613
C0229271,0.000181432
C0229275,0.000168961
C0229278,8.47E-05
C0229289,8.45E-05
C0229300,0.000175811
C0229312,8.46E-05
C0229315,8.45E-05
C0229408,8.47E-05
C0229445,8.61E-05
C0229454,8.46E-05
C0229465,8.55E-05
C0229471,0.000517981
C0229480,8.77E-05
C0229524,0.000175128
C0229525,0.000429245
C0229535,0.000339371
C0229579,0.000173049
C0229593,8.97E-05
C0229606,8.56E-05
C0229613,8.44E-05
C0229619,0.000213784
C0229625,8.44E-05
C0229649,0.000170737
C0229654,0.000176155
C0229656,0.000190657
C0229664,0.007649263
C0229665,0.00071157
C0229666,0.000687272
C0229667,0.000601863
C0229671,0.035856198
C0229685,8.43E-05
C0229686,0.000267107
C0229749,0.000171063
C0229751,0.000261887
C0229759,8.49E-05
C0229766,8.72E-05
C0229782,0.00017102
C0229783,0.000255418
C0229789,0.000435681
C0229792,0.002481141
C0229800,0.000172271
C0229840,8.44E-05
C0229889,0.000510614
C0229951,0.00017144
C0229960,0.000266781
C0229961,0.001482246
C0229962,0.000370846
C0229968,8.47E-05
C0229982,0.000269272
C0229983,0.000533199
C0229985,0.000529351
C0229986,8.62E-05
C0229992,0.00508512
C0230003,0.000425254
C0230005,8.45E-05
C0230007,8.59E-05
C0230040,0.000168879
C0230045,8.44E-05
C0230048,0.000339422
C0230060,8.52E-05
C0230064,0.000171707
C0230069,0.000169383
C0230074,0.000170298
C0230085,8.51E-05
C0230091,8.43E-05
C0230103,8.53E-05
C0230127,8.50E-05
C0230128,0.000168832
C0230132,8.62E-05
C0230133,0.000254565
C0230136,8.44E-05
C0230139,0.000256658
C0230147,0.000169737
C0230148,8.97E-05
C0230149,8.45E-05
C0230150,0.000169094
C0230165,8.46E-05
C0230166,0.000342152
C0230168,0.00068456
C0230171,0.000169389
C0230185,0.000169102
C0230193,0.00025367
C0230194,8.52E-05
C0230195,8.46E-05
C0230199,8.48E-05
C0230203,0.000253965
C0230206,0.000170188
C0230212,8.44E-05
C0230240,0.000169816
C0230245,8.57E-05
C0230250,8.48E-05
C0230259,0.000423592
C0230260,8.44E-05
C0230273,0.000169327
C0230278,8.43E-05
C0230329,0.000169067
C0230330,0.000427558
C0230370,0.000255012
C0230388,8.44E-05
C0230393,8.44E-05
C0230398,8.43E-05
C0230415,0.001551127
C0230420,8.45E-05
C0230425,0.001035174
C0230426,0.000423604
C0230445,8.44E-05
C0230459,8.62E-05
C0230463,0.000681116
C0230518,0.000169673
C0230595,0.000170326
C0230613,9.24E-05
C0230625,0.00052087
C0230653,0.000678662
C0230664,0.000445613
C0230681,0.000170851
C0230695,8.49E-05
C0230704,0.000598335
C0230764,0.000596393
C0230765,0.000170217
C0230767,0.000353872
C0230768,8.48E-05
C0230770,0.001196189
C0230779,0.000510606
C0230812,0.000255379
C0230815,9.74E-05
C0230820,9.74E-05
C0230822,0.000348977
C0230825,0.000512033
C0230839,0.000176753
C0230840,0.00042303
C0230871,0.000169647
C0230885,0.000186895
C0230899,8.52E-05
C0230919,8.53E-05
C0230953,8.44E-05
C0230956,0.000340976
C0230960,0.000253678
C0230962,0.000174017
C0230988,0.000260502
C0231044,0.000192162
C0231049,8.44E-05
C0231053,0.000181906
C0231067,8.44E-05
C0231162,0.000362243
C0231170,0.00769701
C0231171,0.000204624
C0231172,0.000264923
C0231173,0.000483945
C0231176,0.001650636
C0231178,0.001146723
C0231184,8.44E-05
C0231187,0.002490229
C0231191,0.000349662
C0231211,0.000128374
C0231217,0.001143104
C0231218,0.006148238
C0231220,0.011912873
C0231221,0.008618918
C0231224,0.019178546
C0231225,0.000542939
C0231230,0.000520431
C0231239,0.004277082
C0231243,0.000695354
C0231246,8.57E-05
C0231254,0.000524921
C0231255,0.001211017
C0231262,0.000426107
C0231275,8.45E-05
C0231287,0.000168874
C0231290,8.47E-05
C0231298,0.001474487
C0231299,0.000444013
C0231303,0.006181963
C0231311,0.000189278
C0231330,0.000172236
C0231337,0.006672614
C0231339,8.55E-05
C0231341,0.000253816
C0231382,0.000128374
C0231394,0.000344871
C0231401,0.000695735
C0231402,0.000475505
C0231426,8.66E-05
C0231441,0.00119302
C0231443,0.000341962
C0231447,0.000168874
C0231451,0.000253658
C0231452,0.000422706
C0231454,0.000169611
C0231484,0.001486935
C0231493,9.07E-05
C0231502,8.45E-05
C0231519,0.000479439
C0231528,0.002855795
C0231530,8.57E-05
C0231542,8.64E-05
C0231557,8.61E-05
C0231569,8.52E-05
C0231589,8.49E-05
C0231617,0.000258465
C0231627,8.49E-05
C0231686,0.000168874
C0231690,8.57E-05
C0231730,0.000168874
C0231749,0.000593372
C0231753,8.51E-05
C0231770,8.72E-05
C0231795,0.000185439
C0231800,0.000977953
C0231807,0.000352391
C0231818,0.000168874
C0231819,0.000338826
C0231823,8.62E-05
C0231824,0.000269753
C0231830,0.000428886
C0231832,0.000692145
C0231835,0.000651402
C0231837,0.000168874
C0231842,8.69E-05
C0231851,0.000168874
C0231855,9.45E-05
C0231856,0.000254531
C0231873,8.45E-05
C0231875,0.000172908
C0231898,0.00019291
C0231901,0.000598828
C0231911,0.00042219
C0231912,8.44E-05
C0231918,0.001002594
C0231919,0.000128374
C0231921,0.001690496
C0231926,8.53E-05
C0231929,0.000339797
C0231930,8.59E-05
C0231932,0.000168874
C0231936,0.000168874
C0231940,0.009466807
C0231951,0.000255836
C0231953,0.000956559
C0231957,0.000186774
C0231967,8.45E-05
C0231973,8.57E-05
C0231974,0.000180192
C0231998,8.45E-05
C0231999,0.001521869
C0232010,0.000277485
C0232013,0.000168874
C0232018,0.000257795
C0232021,0.000429629
C0232056,8.44E-05
C0232058,8.45E-05
C0232066,0.000257528
C0232077,8.45E-05
C0232086,0.000169776
C0232090,0.000429
C0232091,0.000253323
C0232100,0.000428204
C0232108,0.000621108
C0232117,8.69E-05
C0232118,0.000168874
C0232164,0.003350096
C0232166,0.000168874
C0232174,0.000168874
C0232177,0.000168874
C0232180,0.000168874
C0232187,0.000339649
C0232189,0.000169545
C0232201,0.00051341
C0232202,8.48E-05
C0232217,0.000547145
C0232218,8.44E-05
C0232219,0.000554034
C0232262,8.43E-05
C0232289,0.000177667
C0232292,0.000608414
C0232308,8.48E-05
C0232310,0.000253579
C0232337,0.00017063
C0232338,0.004369465
C0232339,0.000256977
C0232340,8.45E-05
C0232341,0.000454879
C0232342,0.00034091
C0232352,0.000168879
C0232370,0.001535729
C0232407,8.45E-05
C0232459,0.000297248
C0232462,0.000523574
C0232466,0.000515019
C0232474,8.57E-05
C0232478,0.001679282
C0232481,0.00010231
C0232483,0.002258718
C0232484,0.00025802
C0232486,0.000168874
C0232487,0.000423689
C0232488,0.000423475
C0232491,0.000253234
C0232493,0.000383517
C0232498,0.000128374
C0232504,8.46E-05
C0232513,0.000106917
C0232515,0.000180808
C0232552,8.58E-05
C0232572,0.000187119
C0232584,0.000168874
C0232595,0.000172111
C0232599,9.45E-05
C0232605,0.001144348
C0232607,8.47E-05
C0232618,8.45E-05
C0232635,8.44E-05
C0232653,9.65E-05
C0232693,8.43E-05
C0232741,0.001425168
C0232743,0.00025378
C0232786,0.000222382
C0232804,0.003602391
C0232805,8.47E-05
C0232807,0.000508997
C0232808,0.000271183
C0232809,0.000689151
C0232827,0.000188829
C0232849,9.28E-05
C0232896,8.51E-05
C0232906,8.96E-05
C0232910,0.000544917
C0232915,0.000255176
C0232926,8.44E-05
C0232937,0.000102314
C0232944,8.46E-05
C0232970,0.000780187
C0232976,8.44E-05
C0232989,0.000340833
C0232991,8.58E-05
C0232997,0.000253451
C0233089,0.000174643
C0233122,9.77E-05
C0233184,9.07E-05
C0233205,0.000399558
