Node,BC
C0343138,0
C0343187,0
C0343259,0
C0343312,2.84E-08
C0343349,5.20E-09
C0343363,2.86E-06
C0343379,0
C0343386,5.29E-05
C0343401,0.000158232
C0343431,4.87E-05
C0343438,0
C0343497,0
C0343525,1.17E-06
C0343532,5.21E-05
C0343537,0.000120007
C0343570,0
C0343598,0
C0343640,6.65E-06
C0343641,2.66E-05
C0343662,0
C0343752,2.35E-06
C0343804,2.52E-06
C0343851,0
C0343858,6.64E-08
C0343888,0
C0343900,3.26E-06
C0344006,0
C0344064,0
C0344087,0
C0344093,0
C0344104,0
C0344183,0
C0344191,7.52E-07
C0344211,4.99E-05
C0344217,2.29E-06
C0344232,3.52E-05
C0344271,0
C0344304,0
C0344315,1.08E-05
C0344329,6.91E-09
C0344339,7.27E-07
C0344346,2.87E-09
C0344349,0
C0344351,8.41E-07
C0344355,0
C0344369,2.39E-09
C0344395,4.87E-05
C0344432,2.36E-07
C0344434,0
C0344439,4.87E-05
C0344462,0
C0344484,0
C0344541,2.83E-06
C0344542,0
C0344583,0
C0344616,0
C0344660,0
C0344710,0
C0344887,0
C0344893,1.47E-06
C0344917,0
C0344925,0
C0344976,9.63E-08
C0345002,0
C0345049,0
C0345325,0
C0345468,0
C0345602,0
C0345832,4.90E-05
C0345893,4.87E-05
C0345904,5.74E-05
C0345905,2.71E-07
C0345950,4.87E-05
C0345967,0
C0346064,6.94E-06
C0346153,0
C0346208,3.93E-08
C0346210,0
C0346260,0
C0346306,0
C0346308,6.95E-08
C0346359,0
C0346405,0
C0346407,2.03E-08
C0346429,8.76E-05
C0346619,4.18E-06
C0346903,0
C0346957,1.85E-06
C0346975,0
C0346976,4.87E-05
C0346977,1.04E-07
C0346979,9.74E-05
C0346992,1.81E-06
C0346993,0
C0347284,2.02E-08
C0347390,0
C0347533,0
C0347535,9.94E-06
C0347589,0
C0347625,4.68E-06
C0347630,2.84E-07
C0347646,3.09E-06
C0347653,4.89E-05
C0347780,0
C0347804,0
C0347806,1.09E-07
C0347888,0
C0347938,0
C0347941,0
C0347944,0
C0347950,0.000107244
C0347985,0
C0347988,0.000122337
C0348000,0.000146041
C0348002,1.66E-08
C0348007,3.53E-05
C0348015,4.92E-05
C0348023,8.57E-07
C0348024,9.81E-06
C0348025,0
C0348035,5.26E-05
C0348038,1.49E-07
C0348047,3.50E-07
C0348050,4.82E-07
C0348070,3.31E-07
C0348073,9.88E-06
C0348079,0
C0348080,0.001199969
C0348083,0
C0348148,0
C0348165,1.42E-06
C0348321,0
C0348374,8.82E-07
C0348692,0
C0348754,1.32E-05
C0348802,0
C0348803,5.66E-08
C0348921,0
C0348996,0
C0349208,0
C0349217,3.84E-09
C0349218,0
C0349231,6.31E-06
C0349374,0
C0349380,0
C0349389,3.68E-08
C0349410,0.000117921
C0349411,0
C0349412,1.98E-06
C0349413,0
C0349419,2.37E-06
C0349459,3.13E-07
C0349506,0
C0349530,7.09E-05
C0349533,0
C0349534,7.05E-07
C0349604,0
C0349609,0
C0349636,2.40E-07
C0349637,3.04E-05
C0349639,0
C0349656,9.04E-08
C0349676,2.51E-06
C0349707,0.000225652
C0349725,4.54E-06
C0349726,0
C0349757,0
C0349781,1.34E-07
C0349782,3.78E-06
C0349788,0
C0349790,8.25E-05
C0350056,5.83E-07
C0350411,7.62E-08
C0351437,4.60E-07
C0351669,2.47E-07
C0352155,0
C0353043,0
C0353681,5.57E-06
C0353697,0
C0353980,0
C0354468,4.77E-05
C0354566,1.93E-07
C0354589,0
C0354604,1.22E-05
C0355077,0
C0355800,0
C0356365,0
C0356967,0
C0357126,0
C0357197,0
C0357915,0
C0358177,0
C0358314,8.11E-06
C0358321,0.000108683
C0358334,3.76E-06
C0358430,5.04E-07
C0358514,6.85E-09
C0358588,0
C0358591,8.04E-05
C0359086,4.35E-08
C0359156,1.93E-09
C0359168,1.36E-06
C0359180,0
C0359299,4.94E-07
C0359583,6.67E-08
C0359916,0.000119008
C0360032,0
C0360100,0
C0360105,7.22E-06
C0360289,4.87E-05
C0360301,1.40E-06
C0360556,0
C0360593,0
C0360714,0.000253347
C0360722,0
C0361275,0
C0361302,0
C0362037,0
C0362046,8.45E-09
C0362060,0
C0368608,4.87E-05
C0368663,3.39E-08
C0368674,0
C0368675,2.07E-05
C0368676,4.67E-08
C0368720,0
C0368721,1.44E-08
C0368889,0
C0368898,6.51E-09
C0368909,1.55E-07
C0368993,5.01E-07
C0369034,5.41E-05
C0369083,3.55E-07
C0369102,2.62E-06
C0369103,0
C0369169,0
C0369180,1.28E-07
C0369212,0
C0369241,9.96E-05
C0369247,0
C0369332,2.94E-05
C0369334,6.40E-07
C0369335,3.98E-06
C0369355,0
C0369497,2.36E-06
C0369499,4.87E-05
C0369610,1.26E-08
C0369671,3.71E-08
C0369690,0
C0369704,0
C0369713,1.57E-08
C0369760,5.86E-08
C0369765,0
C0369795,0
C0369850,0
C0369911,1.73E-06
C0369912,0
C0369951,2.32E-06
C0369952,0
C0370003,0.006866181
C0370005,0
C0370030,0
C0370058,1.36E-06
C0370073,3.71E-08
C0370086,0
C0370126,1.00E-07
C0370148,0
C0370188,6.65E-07
C0370197,0
C0370199,8.83E-05
C0370220,0
C0372525,7.51E-05
C0373345,1.12E-08
C0373483,0
C0373538,1.02E-08
C0373561,0
C0373607,0
C0373680,0
C0373746,2.48E-06
C0373861,0
C0374190,0
C0374503,1.62E-07
C0374505,0
C0374651,0
C0374711,1.01E-05
C0375071,6.83E-07
C0375336,0
C0375576,2.01E-06
C0375838,0
C0375931,1.95E-07
C0376147,0
C0376152,5.65E-05
C0376175,1.54E-06
C0376196,9.19E-07
C0376266,8.61E-09
C0376277,8.90E-07
C0376284,1.45E-06
C0376286,1.06E-07
C0376287,0
C0376297,5.60E-07
C0376299,2.49E-08
C0376300,1.05E-05
C0376306,3.22E-07
C0376311,4.88E-05
C0376317,0
C0376322,9.55E-07
C0376325,0.000100832
C0376326,0
C0376329,8.79E-06
C0376335,9.87E-06
C0376338,5.22E-06
C0376344,2.15E-09
C0376358,0.000601966
C0376368,2.47E-06
C0376384,0
C0376387,0.000269498
C0376390,0
C0376403,2.03E-08
C0376405,1.83E-06
C0376406,0
C0376408,0
C0376415,1.68E-06
C0376417,2.36E-07
C0376421,2.28E-06
C0376432,5.39E-06
C0376435,0
C0376436,3.78E-06
C0376437,0
C0376438,0
C0376443,8.96E-05
C0376446,1.17E-06
C0376448,1.49E-05
C0376450,3.85E-08
C0376451,0
C0376452,0.000118522
C0376459,5.49E-05
C0376460,1.55E-07
C0376466,5.21E-06
C0376469,0
C0376472,0
C0376473,1.70E-07
C0376479,1.72E-05
C0376483,9.60E-10
C0376495,3.62E-05
C0376515,6.11E-05
C0376517,0
C0376518,5.83E-06
C0376519,0.000368554
C0376520,0
C0376525,5.80E-05
C0376526,0.000139198
C0376527,0
C0376529,5.34E-06
C0376530,4.93E-05
C0376534,5.04E-08
C0376535,2.52E-06
C0376536,0.000452452
C0376537,0
C0376538,2.32E-06
C0376541,4.15E-07
C0376544,0
C0376545,7.89E-05
C0376547,6.32E-07
C0376550,3.36E-06
C0376562,0
C0376565,4.96E-05
C0376566,7.23E-08
C0376570,0
C0376574,1.47E-06
C0376576,0
C0376577,3.09E-08
C0376583,3.23E-07
C0376601,0
C0376604,0
C0376606,0
C0376607,4.87E-05
C0376613,0.000481185
C0376616,0
C0376618,1.05E-05
C0376620,5.85E-09
C0376622,1.86E-06
C0376625,4.71E-08
C0376626,0
C0376628,0
C0376633,3.89E-08
C0376637,6.88E-08
C0376659,0.000164288
C0376669,2.71E-06
C0376685,9.34E-09
C0376690,0
C0376691,0
C0376702,3.32E-06
C0376705,4.28E-05
C0376706,9.72E-07
C0376708,2.15E-06
C0376710,0
C0376892,6.40E-06
C0376900,0
C0377265,2.65E-06
C0377274,5.22E-05
C0377293,2.46E-08
C0377336,4.87E-05
C0377707,0
C0377800,5.75E-08
C0377906,0
C0377993,0
C0378018,3.21E-07
C0378061,1.66E-08
C0378073,1.06E-07
C0378126,1.85E-07
C0378293,0
C0378310,8.35E-06
C0378389,0
C0378516,8.98E-07
C0378675,0
C0378700,0
C0378796,2.92E-06
C0378910,1.43E-05
C0379099,0
C0379135,3.75E-07
C0379142,0
C0379149,4.87E-05
C0379214,2.99E-06
C0379339,1.69E-08
C0379422,1.21E-07
C0379528,3.72E-05
C0379710,0.000137785
C0379862,0
C0380051,6.50E-07
C0380162,1.21E-07
C0380201,7.46E-06
C0380349,0
C0380393,6.10E-07
C0380447,4.87E-05
C0380603,9.83E-06
C0380755,0
C0381099,4.87E-05
C0381424,0
C0381943,3.59E-07
C0382056,3.50E-07
C0382265,2.06E-07
C0382336,2.31E-06
C0382839,1.77E-08
C0383080,2.52E-07
C0383165,1.18E-07
C0383327,0.000121591
C0383429,4.92E-05
C0384150,0
C0384156,5.30E-05
C0384228,3.04E-05
C0384400,0
C0384601,0
C0384648,2.56E-05
C0384768,8.31E-06
C0384782,7.15E-07
C0385112,4.15E-07
C0385242,1.04E-05
C0385333,2.72E-07
C0385463,2.05E-06
C0385469,0
C0386040,2.50E-07
C0386125,0
C0386370,5.51E-08
C0386482,5.10E-05
C0386577,9.46E-08
C0386595,2.61E-08
C0386822,0
C0386983,5.25E-06
C0387008,0
C0387288,1.16E-07
C0387583,0.000390041
C0387678,3.99E-08
C0387687,1.35E-07
C0388020,0
C0388088,1.57E-05
C0388131,0
C0388389,1.12E-05
C0388444,0
C0388561,0
C0388730,0
C0388852,0
C0388911,6.13E-05
C0389003,4.87E-05
C0389006,0
C0389071,2.42E-05
C0389545,6.57E-08
C0389725,0
C0389824,0
C0389912,4.75E-08
C0389916,0.000168261
C0389918,2.35E-05
C0389995,1.14E-06
C0390113,1.71E-08
C0390154,0.000146039
C0390380,0
C0390418,0
C0390423,7.20E-08
C0390425,0
C0390526,7.44E-06
C0390681,5.41E-07
C0390690,0
C0390803,9.74E-05
C0390904,4.87E-05
C0391001,4.82E-07
C0391398,0
C0391483,2.84E-07
C0391719,0
C0391826,0
C0391841,0
C0391845,5.17E-08
C0391860,4.38E-08
C0391861,1.07E-07
C0391864,4.87E-05
C0391874,0
C0391890,0
C0391892,0
C0391908,0
C0391922,1.10E-06
C0391936,0
C0391941,0
C0391957,5.72E-05
C0391958,0
C0391976,1.59E-06
C0391978,0
C0392039,0
C0392077,0
C0392106,1.26E-05
C0392108,3.77E-08
C0392164,3.16E-06
C0392171,9.95E-05
C0392175,0
C0392183,0
C0392190,0
C0392201,1.37E-07
C0392209,0.000129758
C0392220,0.000128429
C0392222,0
C0392223,5.49E-08
C0392247,4.95E-05
C0392251,1.77E-07
C0392254,4.88E-05
C0392276,0
C0392298,4.88E-05
C0392306,0
C0392318,0
C0392328,0
C0392334,4.39E-06
C0392337,0
C0392338,0
C0392339,0
C0392347,1.90E-07
C0392349,1.30E-06
C0392355,2.46E-07
C0392367,0
C0392386,1.93E-08
C0392419,9.74E-05
C0392454,0
C0392459,0
C0392475,4.70E-08
C0392508,3.35E-06
C0392534,5.86E-07
C0392535,2.71E-07
C0392548,7.18E-07
C0392557,0
C0392609,2.81E-09
C0392618,3.14E-06
C0392620,3.93E-06
C0392621,0
C0392638,0
C0392662,0
C0392673,1.95E-05
C0392674,8.97E-05
C0392676,2.46E-07
C0392678,0
C0392684,3.88E-07
C0392691,0
C0392699,6.05E-06
C0392707,3.39E-05
C0392747,0
C0392751,6.28E-06
C0392762,0
C0392763,7.09E-07
C0392769,1.13E-05
C0392773,0
C0392788,0
C0392791,0
C0392800,0
C0392823,0.000106323
C0392866,0
C0392877,0
C0392885,7.07E-08
C0392907,2.33E-06
C0392908,0
C0392920,1.30E-06
C0392938,1.01E-05
C0393005,6.64E-05
C0393009,0
C0393022,9.50E-05
C0393080,7.84E-05
C0393293,5.81E-06
C0393360,0.000245101
C0393386,0
C0393459,4.68E-07
C0393482,0
C0393483,2.14E-07
C0393485,0
C0393525,0
C0393534,0
C0393538,2.18E-07
C0393555,5.44E-07
C0393571,0
C0393591,1.28E-07
C0393638,0
C0393639,5.29E-05
C0393642,2.43E-05
C0393665,1.35E-05
C0393735,1.62E-06
C0393799,7.66E-07
C0393819,2.24E-07
C0393851,1.07E-05
C0393970,0
C0393976,4.60E-08
C0393983,0
C0393985,0
C0394162,2.27E-05
C0394241,3.45E-08
C0394374,5.98E-07
C0394477,4.83E-05
C0394648,7.43E-06
C0394649,1.23E-09
C0394664,8.39E-05
C0394674,1.93E-05
C0394697,0
C0394703,0
C0394731,0
C0394735,3.02E-07
C0394815,4.87E-05
C0394835,0
C0394837,4.87E-05
C0394871,0
C0394996,6.11E-08
C0395017,0
C0395020,0
C0395416,1.17E-06
C0395459,0
C0395787,0
C0395866,4.02E-06
C0396023,1.22E-07
C0396086,0
C0396200,0
C0396283,5.12E-09
C0396429,4.97E-05
C0396432,0
C0396473,0.000154953
C0396549,0
C0396565,0.000176243
C0396581,0
C0396582,0
C0396583,3.34E-06
C0396585,1.01E-06
C0396599,5.04E-05
C0396608,0
C0396618,0
C0396621,1.51E-06
C0396625,2.49E-06
C0396632,9.00E-09
C0396670,4.99E-05
C0396849,3.88E-06
C0396850,1.02E-07
C0396974,0
C0397344,4.55E-07
C0397435,0
C0397437,0
C0398086,8.57E-07
C0398087,1.66E-07
C0398102,0
C0398124,0
C0398159,2.79E-09
C0398206,4.80E-07
C0398262,0
C0398266,1.06E-07
C0398339,0
C0398350,1.12E-05
C0398353,2.76E-06
C0398367,2.01E-06
C0398368,0
C0398395,1.15E-06
C0398472,4.52E-09
C0398480,2.78E-06
C0398623,0.000316362
C0398625,0
C0398650,1.22E-05
C0398686,0.000106108
C0398689,0
C0398705,0
C0398730,0
C0398739,5.52E-07
C0398795,4.90E-07
C0398907,6.90E-07
C0399400,0
C0399452,5.01E-08
C0399523,0
C0399526,2.39E-05
C0399551,0
C0399578,2.43E-07
C0399580,0
C0399619,4.18E-07
C0399622,6.22E-07
C0399642,1.15E-07
C0399643,1.51E-05
C0399644,0
C0399651,0
C0399713,1.12E-05
C0399785,0
C0399805,5.24E-09
C0399839,0.000589904
C0399943,0
C0399967,0
C0400018,1.86E-08
C0400043,0
C0400056,1.78E-06
C0400076,0
C0400084,6.39E-09
C0400196,1.67E-08
C0400222,2.48E-06
C0400266,0
C0400330,1.48E-08
C0400395,0
C0400435,4.87E-07
C0400436,3.32E-06
C0400440,0
C0400447,2.19E-06
C0400468,0
C0400469,0
C0400476,0
C0400510,0
C0400513,2.73E-06
C0400527,2.01E-06
C0400748,0
C0400783,0
C0400821,7.22E-07
C0400827,0
C0400829,4.86E-06
C0400843,0
C0400865,0
C0400877,7.12E-07
C0400887,0
C0400914,0
C0400936,2.79E-07
C0400966,0.000302204
C0400978,0
C0400979,0
C0400997,8.73E-06
C0401004,4.40E-06
C0401020,3.83E-07
C0401067,0
C0401068,0
C0401084,3.74E-07
C0401119,4.85E-06
C0401149,7.75E-07
C0401151,0.000158009
C0401181,5.25E-05
C0401187,1.73E-06
C0401215,0
C0401287,0
C0401410,1.49E-05
C0401473,0
C0401496,0
C0401762,0
C0401805,6.66E-06
C0401892,0
C0401900,5.68E-09
C0401903,1.24E-07
C0401935,4.87E-05
C0401972,6.61E-08
C0401975,9.27E-08
C0401976,0
C0401990,0
C0401998,3.02E-08
C0401999,1.47E-05
C0402002,2.42E-08
C0402003,5.02E-05
C0402007,2.32E-06
C0402016,0
C0402043,6.97E-07
C0402112,0.000192546
C0402117,0
C0402198,0
C0402245,0
C0402364,0
C0402383,0
C0402404,0
C0402407,0
C0402499,0
C0402573,0
C0402574,1.43E-06
C0402598,1.11E-07
C0402606,0
C0402683,1.96E-06
C0402724,2.77E-07
C0402830,0
C0402883,1.04E-05
C0403065,0
C0403066,4.67E-06
C0403082,0
C0403126,4.87E-05
C0403175,7.88E-09
C0403215,0
C0403289,0
C0403319,7.73E-07
C0403349,0
C0403351,0
C0403379,0
C0403396,1.06E-06
C0403398,0
C0403411,0
C0403413,0
C0403447,2.37E-06
C0403462,0
C0403529,5.44E-06
C0403677,0
C0403709,0
C0403823,2.30E-06
C0403973,1.23E-06
C0404009,1.65E-07
C0404068,0
C0404077,6.05E-07
C0404079,1.22E-06
C0404088,5.01E-05
C0404089,9.02E-05
C0404090,9.31E-05
C0404091,0
C0404110,0
C0404131,0
C0404183,0
C0404186,0
C0404187,0
C0404188,3.80E-06
C0404268,6.41E-06
C0404293,0
C0404413,0
C0404472,0
C0404521,6.81E-08
C0404541,0
C0404585,9.87E-05
C0404831,3.14E-07
C0404841,0
C0404844,0
C0405136,0
C0405388,0
C0405469,0
C0405532,0
C0405561,1.06E-06
C0405580,1.14E-07
C0405581,5.44E-07
C0405590,0
C0405737,1.74E-07
C0405765,0
C0405831,8.27E-07
C0405832,0
C0405887,0
C0405930,5.04E-09
C0405992,0
C0406161,4.21E-09
C0406363,0
C0406537,2.04E-06
C0406597,0
C0406632,0
C0406636,2.33E-06
C0406645,2.20E-06
C0406670,0
C0406810,0
C0406831,0
C0406864,0
C0407295,1.22E-05
C0407333,0
C0407472,0
C0407484,0
C0407560,0
C0407564,0
C0407698,0
C0407887,4.87E-05
C0408087,0
C0408159,0
C0408211,0
C0408598,8.53E-10
C0408632,2.77E-08
C0409224,0
C0409312,3.72E-08
C0409325,0
C0409326,5.15E-07
C0409412,0
C0409415,0
C0409652,0
C0409676,4.74E-09
C0409679,0
C0409818,0
C0409952,0
C0409959,2.95E-05
C0409974,0
C0410000,0
C0410198,0
C0410203,0
C0410248,0
C0410251,0
C0410256,2.60E-06
C0410334,3.04E-07
C0410342,4.87E-05
C0410422,0
C0410480,6.48E-06
C0410607,0
C0410636,0
C0410648,3.75E-07
C0410652,0
C0410658,0
C0410698,0
C0410702,0
C0410808,8.40E-05
C0410872,6.81E-07
C0410916,1.00E-05
C0410918,0
C0411257,2.10E-05
C0411259,4.68E-07
C0411282,0.000131873
C0411287,1.03E-05
C0411292,2.11E-07
C0411309,0
C0411364,0
C0412099,0
C0412159,0
C0412232,0
C0412290,0
C0412375,2.04E-06
C0412412,2.98E-06
C0412512,0
C0412516,0
C0412530,0
C0412564,0
C0412585,1.74E-06
C0412604,3.91E-06
C0412611,3.19E-06
C0412620,0.000112561
C0412628,0
C0412650,1.69E-06
C0412669,0
C0412692,9.47E-07
C0412694,0
C0412712,0
C0412714,0
C0412767,0
C0412768,4.76E-07
C0412771,1.02E-06
C0412773,3.91E-06
C0412777,1.21E-07
C0412784,1.43E-08
C0412792,1.00E-07
C0412795,0
C0412797,5.51E-07
C0413048,0
C0413258,0
C0413318,4.95E-05
C0413366,5.97E-07
C0413534,0
C0417742,0
C0417839,0
C0418416,0
C0418624,1.28E-06
C0418914,2.16E-09
C0418981,0.000204936
C0418986,0
C0418991,0
C0418995,0
C0418996,4.87E-05
C0419000,3.03E-05
C0419005,3.62E-06
C0419008,1.68E-05
C0419011,4.02E-07
C0419012,8.62E-06
C0419017,6.51E-07
C0419023,0
C0419055,1.52E-05
C0419067,0
C0419073,1.52E-07
C0419095,5.41E-05
C0419104,0
C0419189,0
C0419358,5.51E-07
C0419360,4.87E-05
C0419373,1.95E-06
C0419437,5.38E-08
C0419707,8.04E-07
C0419735,0
C0419786,1.10E-06
C0419814,0
C0419861,0
C0419994,4.30E-07
C0419997,3.85E-07
C0420004,0
C0420200,0
C0420202,0
C0420204,0
C0420205,0
C0420210,0
C0420249,0
C0420257,1.23E-07
C0420331,0
C0420332,0
C0420382,0
C0420389,0
C0420637,0
C0420836,0
C0420926,0
C0421163,0
C0421248,0
C0421293,0
C0421619,0
C0422202,3.93E-06
C0422301,0
C0422322,4.87E-05
C0422389,0
C0422392,0.000105984
C0422813,0
C0422833,0
C0422837,8.71E-05
C0422879,2.83E-06
C0422883,0
C0422943,0
C0422960,0
C0423006,5.05E-07
C0423086,0
C0423216,0
C0423234,0
C0423361,2.98E-08
C0423421,0
C0423553,0
C0423557,0
C0423571,0
C0423602,0
C0423640,2.39E-07
C0423719,0
C0423725,0
C0423742,0
C0423747,0
C0423761,2.34E-08
C0423772,0
C0423783,1.01E-05
C0423791,6.14E-07
C0423836,0
C0423866,6.31E-05
C0423898,0
C0423899,0
C0423909,0
C0423995,2.10E-09
C0424000,2.77E-05
C0424001,0
C0424051,0
C0424090,3.07E-07
C0424091,0
C0424095,0
C0424099,5.92E-06
C0424101,1.10E-06
C0424134,5.79E-09
C0424166,5.96E-06
C0424215,1.22E-05
C0424230,0
C0424236,0
C0424295,6.77E-05
C0424318,2.53E-07
C0424323,0
C0424337,8.36E-09
C0424348,0
C0424400,0
C0424406,0
C0424448,0
C0424470,4.69E-08
C0424480,0
C0424511,0
C0424522,0
C0424523,0
C0424535,0
C0424545,0
C0424561,0
C0424563,0
C0424575,7.55E-05
C0424576,5.16E-05
C0424578,4.02E-06
C0424589,0.000382315
C0424594,3.73E-05
C0424595,6.16E-09
C0424596,6.95E-07
C0424605,2.33E-06
C0424641,3.13E-06
C0424661,0
C0424677,0
C0424679,1.39E-06
C0424755,0
C0424758,0
C0424767,1.67E-06
C0424768,1.98E-07
C0424783,0
C0424786,1.73E-06
C0424790,0
C0424805,0
C0424830,3.64E-06
C0424927,4.21E-07
C0424936,0
C0424939,4.06E-05
C0425083,6.02E-06
C0425084,0
C0425092,8.79E-08
C0425093,0
C0425104,5.36E-06
C0425119,0
C0425152,0.000484409
C0425241,0
C0425251,0
C0425252,0
C0425258,0
C0425259,0
C0425263,0
C0425273,3.43E-06
C0425293,0
C0425346,0
C0425349,0
C0425359,9.00E-07
C0425382,3.83E-07
C0425403,5.22E-07
C0425442,2.33E-07
C0425452,0
C0425462,0
C0425466,1.60E-06
C0425485,0
C0425488,0
C0425514,0
C0425658,0
C0425683,0
C0425710,0
C0425711,0
C0425736,0
C0425853,0
C0425928,1.36E-06
C0425943,6.47E-06
C0425945,6.42E-06
C0425946,8.50E-06
C0425963,0
C0425965,0
C0425979,1.29E-05
C0426226,0
C0426317,0
C0426359,4.40E-07
C0426371,0
C0426373,0
C0426472,0
C0426484,0
C0426506,0
C0426576,0.000214972
C0426703,0
C0426732,1.72E-05
C0426776,0
C0426980,1.10E-06
C0426982,0
C0427001,0
C0427008,0.000192258
C0427032,8.28E-08
C0427044,0
C0427055,1.83E-09
C0427065,0
C0427068,0
C0427086,4.79E-07
C0427096,3.86E-07
C0427144,0
C0427149,1.54E-06
C0427184,0.000217519
C0427198,0
C0427245,0
C0427257,0
C0427385,3.08E-08
C0427405,0
C0427408,0
C0427460,3.61E-07
C0427509,2.72E-07
C0427514,0
C0427544,1.24E-08
C0427556,0
C0427564,0
C0427620,0
C0427624,0
C0427625,8.27E-08
C0427630,0
C0427716,6.30E-07
C0427728,1.10E-07
C0427743,0
C0427861,0.003465599
C0427896,2.58E-07
C0427909,0
C0427965,4.33E-07
C0427978,4.33E-08
C0428093,0
C0428094,0
C0428152,3.05E-08
C0428167,3.97E-06
C0428174,2.07E-08
C0428175,0
C0428210,2.10E-07
C0428247,0
C0428256,0
C0428279,1.70E-07
C0428321,1.17E-06
C0428348,0
C0428441,0
C0428445,1.58E-07
C0428486,0
C0428536,4.87E-05
C0428539,3.13E-05
C0428548,1.02E-06
C0428554,0
C0428568,0
C0428580,0
C0428597,0
C0428642,6.33E-05
C0428643,0
C0428646,4.87E-05
C0428648,1.13E-07
C0428649,0
C0428664,0
C0428679,1.80E-08
C0428692,1.17E-06
C0428695,1.05E-05
C0428713,3.55E-07
C0428715,9.73E-08
C0428716,1.25E-07
C0428731,0
C0428772,0
C0428776,0
C0428791,6.94E-07
C0428817,0
C0428857,0
C0428876,4.87E-05
C0428883,0
C0428886,6.86E-05
C0428888,0
C0428890,1.02E-06
C0428897,0
C0428977,2.90E-06
C0429029,7.86E-08
C0429087,3.30E-07
C0429170,1.94E-06
C0429219,0
C0429340,0
C0429366,0
C0429381,0
C0429396,0
C0429484,0
C0429521,0
C0429528,0
C0429562,0
C0429585,4.93E-08
C0429622,0
C0429627,0
C0429632,1.74E-08
C0429652,0
C0429659,0
C0429673,0
C0429678,7.02E-08
C0429680,0
C0429681,1.03E-07
C0429693,0
C0429706,2.02E-07
C0429742,0
C0429758,0
C0429760,0
C0429774,0
C0429807,0
C0429826,3.96E-08
C0429856,1.55E-07
C0429859,0
C0429861,0
C0429863,8.63E-07
C0429866,0
C0429871,0
C0429886,5.16E-05
C0429887,0
C0429890,0
C0429944,0
C0430022,0.000105563
C0430027,0
C0430067,0
C0430115,0
C0430144,0
C0430146,0
C0430246,0
C0430280,0
C0430325,0
C0430342,0
C0430385,1.91E-05
C0430389,3.07E-05
C0430396,3.09E-08
C0430400,0
C0430402,0
C0430404,1.07E-06
C0430414,4.14E-08
C0430417,0
C0430420,1.22E-05
C0430425,5.49E-05
C0430443,0
C0430456,4.88E-05
C0430458,0
C0430462,5.82E-05
C0430467,0
C0430489,0
C0430499,0
C0430511,4.90E-05
C0430515,2.64E-06
C0430518,0
C0430561,5.57E-06
C0430566,0
C0430615,0
C0430619,0
C0430621,0
C0430661,0
C0430681,0
C0430689,0
C0430703,0
C0430765,0
C0430797,0
C0430801,4.33E-06
C0430807,4.87E-05
C0430813,0
C0430815,7.94E-05
C0430838,2.13E-07
C0430853,0
C0430862,0
C0430866,2.43E-05
C0430867,2.43E-05
C0430876,4.18E-08
C0430885,0
C0430902,0
C0430988,0
C0431080,5.47E-05
C0431085,0.000530447
C0431109,5.03E-05
C0431128,2.35E-05
C0431129,1.00E-06
C0431375,0
C0431420,0
C0431649,0
C0431718,0
C0431750,0
C0431890,0
C0432123,0
C0432214,0
C0432283,0
C0432408,0
C0432475,0
C0432485,8.70E-08
C0432487,1.15E-07
C0432616,0
C0432632,2.12E-06
C0432662,1.33E-06
C0432666,0
C0433163,0
C0433405,2.53E-06
C0433445,4.87E-05
C0433822,0
C0433895,0
C0433905,0
C0434014,0
C0434133,1.18E-06
C0434175,0
C0434205,0
C0435001,9.78E-06
C0435630,0
C0435943,0
C0436089,2.74E-06
C0436188,5.13E-05
C0436191,0
C0436196,5.41E-05
C0436226,1.07E-05
C0436307,0.000269127
C0436331,2.56E-05
C0436343,4.02E-05
C0436345,4.66E-05
C0436480,1.04E-05
C0436484,1.12E-06
C0436485,0
C0436503,2.86E-06
C0436548,1.71E-05
C0438105,7.88E-08
C0438117,0
C0438141,0
C0438142,0
C0438154,9.80E-05
C0438215,0
C0438221,6.54E-08
C0438226,0
C0438235,0
C0438236,0
C0438237,5.30E-08
C0438240,0
C0438279,2.18E-07
C0438280,0
C0438653,0
C0438673,0
C0438696,2.35E-06
C0438716,0
C0438717,7.49E-07
C0438730,3.20E-08
C0438731,0
C0438734,3.80E-06
C0438737,0
C0438843,0
C0438964,0
C0439035,0
C0439044,1.25E-08
C0439056,1.09E-05
C0439059,0
C0439061,7.75E-08
C0439064,3.08E-08
C0439157,3.94E-08
C0439165,3.94E-08
C0439175,1.75E-06
C0439178,1.88E-06
C0439182,0
C0439198,0
C0439228,2.18E-06
C0439230,4.87E-05
C0439231,4.41E-05
C0439234,4.89E-05
C0439237,0
C0439531,1.63E-05
C0439534,3.93E-08
C0439557,0
C0439580,0
C0439586,0
C0439603,3.43E-06
C0439607,1.87E-07
C0439615,0
C0439631,1.65E-05
C0439633,0
C0439656,3.46E-06
C0439659,1.35E-06
C0439662,0.001270032
C0439663,0.000730358
C0439751,0
C0439775,0.000357382
C0439792,1.27E-06
C0439799,5.35E-07
C0439805,0
C0439822,0
C0439830,4.99E-05
C0439849,5.94E-05
C0439855,3.04E-08
C0439861,1.28E-07
C0439879,0
C0439892,0
C0439932,0
C0439962,2.68E-08
C0439979,0
C0439994,2.44E-08
C0440257,0
C0440283,0
C0440305,0
C0440307,1.27E-08
C0440421,8.72E-09
